,taxon_name,family
195418,Arachnothryx capitellata,Rubiaceae
195428,Heinsia crinita,Rubiaceae
195445,Praravinia longistipula,Rubiaceae
195482,Praravinia microphylla,Rubiaceae
195494,Arachnothryx purpurea,Rubiaceae
195498,Arachnothryx septicidalis,Rubiaceae
195512,Gentiana lagodechiana,Gentianaceae
195518,Arachnothryx rubens,Rubiaceae
195981,Eumachia huallagae,Rubiaceae
197193,Eumachia membranifolia,Rubiaceae
197219,Coffea malabarica,Rubiaceae
199267,Eumachia schmielei,Rubiaceae
199360,Coffea neoleroyi,Rubiaceae
200831,Eumachia sciadephora,Rubiaceae
201185,Lagenanthus princeps,Gentianaceae
201432,Parsonsia pachycarpa,Apocynaceae
201768,Scleromitrion galioides,Rubiaceae
202035,Funastrum bilobum,Apocynaceae
202900,Eumachia galorei,Rubiaceae
202963,Ridsdalea leytensis,Rubiaceae
203296,Calycophyllum spruceanum,Rubiaceae
203552,Eumachia coffeosperma,Rubiaceae
204445,Faramea australis,Rubiaceae
205842,Eumachia incompta,Rubiaceae
207053,Mouretia inaequalis,Rubiaceae
207091,Odontadenia polyneura,Apocynaceae
207105,Forsteronia umbellata,Apocynaceae
207129,Forsteronia acouci,Apocynaceae
207191,Genianthus micranthus,Apocynaceae
207305,Ditassa jahnii,Apocynaceae
207307,Tarenna ignambiensis,Rubiaceae
207349,Tarenna ciliolata,Rubiaceae
207358,Tarenna weberifolia,Rubiaceae
207367,Tarenna pavettoides,Rubiaceae
207384,Anthospermum villosicarpum,Rubiaceae
207401,Uncaria tomentosa,Rubiaceae
207405,Hoodia currorii,Apocynaceae
207411,Strychnos umbellata,Loganiaceae
207445,Ramonadoxa cubensis,Rubiaceae
207450,Pinochia corymbosa,Apocynaceae
207455,Stapelianthus montagnacii,Apocynaceae
207464,Asclepias humilis,Apocynaceae
207468,Metastelma broadwayi,Apocynaceae
207588,Orthosia selloana,Apocynaceae
207599,Urophyllum ellipticum,Rubiaceae
207605,Kutchubaea urophylla,Rubiaceae
207618,Coptosperma kibuwae,Rubiaceae
207661,Artia francii,Apocynaceae
207676,Notopleura maxonii,Rubiaceae
207707,Calycosiphonia spathicalyx,Rubiaceae
207719,Mandevilla subsessilis,Apocynaceae
207730,Mandevilla moricandiana,Apocynaceae
207757,Tridentea peculiaris,Apocynaceae
207767,Atractocarpus sessilis,Rubiaceae
207786,Mandevilla myriophylla,Apocynaceae
207826,Mandevilla oaxacana,Apocynaceae
207855,Cynanchum rensonii,Apocynaceae
207859,Gardenia rutenbergiana,Rubiaceae
207893,Rondeletia inermis,Rubiaceae
207919,Cynanchum bungei,Apocynaceae
207923,Staelia hassleri,Rubiaceae
207974,Neanotis ritchiei,Rubiaceae
207989,Spigelia marilandica,Loganiaceae
207992,Ceropegia minima,Apocynaceae
207993,Ceropegia neoarachnoidea,Apocynaceae
207999,Ceropegia huttonii,Apocynaceae
208010,Plocama hymenostephana,Rubiaceae
208013,Ceropegia perdita,Apocynaceae
208027,Plocama calycoptera,Rubiaceae
208047,Spigelia heliotropioides,Loganiaceae
208054,Neanotis wightiana,Rubiaceae
208062,Parahancornia amara,Apocynaceae
208081,Psychotria manambolensis,Rubiaceae
208090,Galium odoratum,Rubiaceae
208093,Galium angustissimum,Rubiaceae
208105,Psychotria mandrarensis,Rubiaceae
208108,Psychotria nuda,Rubiaceae
208130,Psychotria kerrii,Rubiaceae
208140,Psychotria neurothrix,Rubiaceae
208157,Psychotria distinctinervia,Rubiaceae
208162,Psychotria nekouana,Rubiaceae
208163,Rhytidostemma floresii,Apocynaceae
208164,Psychotria nossibensis,Rubiaceae
208174,Psychotria roseata,Rubiaceae
208175,Galium beckhausianum,Rubiaceae
208180,Psychotria andriantiana,Rubiaceae
208184,Galium schmidii,Rubiaceae
208186,Psychotria bagshawei,Rubiaceae
208190,Meyna tetraphylla,Rubiaceae
208193,Psychotria unicarinata,Rubiaceae
208201,Gaertnera trachystyla,Rubiaceae
208208,Epigynum cochinchinensis,Apocynaceae
208228,Epigynum graciliflorum,Apocynaceae
208232,Empogona ngalaensis,Rubiaceae
208251,Kohautia platyphylla,Rubiaceae
208270,Manettia moritziana,Rubiaceae
208271,Minaria refractifolia,Apocynaceae
208294,Desmidorchis somalica,Apocynaceae
208320,Manettia lutescens,Rubiaceae
208325,Neonauclea wenzelii,Rubiaceae
208338,Gaertnera bieleri,Rubiaceae
208350,Steenisia corollina,Rubiaceae
208378,Huernia reticulata,Apocynaceae
208383,Ixora minor,Rubiaceae
208422,Hedythyrsus spermacocinus,Rubiaceae
208434,Ixora collina,Rubiaceae
208459,Enicostema verticillatum,Gentianaceae
208500,Amphiasma micranthum,Rubiaceae
208537,Landolphia landolphioides,Apocynaceae
208547,Cynanchica glareosa,Rubiaceae
208575,Holarrhena pubescens,Apocynaceae
208589,Glossostipula concinna,Rubiaceae
208600,Lacmellea arborescens,Apocynaceae
208612,Geissospermum laeve,Apocynaceae
208615,Pseudogalium paradoxum,Rubiaceae
208633,Burchellia bubalina,Rubiaceae
208643,Tabernaemontana salomonensis,Apocynaceae
208690,Eumachia poggei,Rubiaceae
212341,Sericanthe roseoides,Rubiaceae
212344,Nauclea officinalis,Rubiaceae
212348,Ochrosia vitiensis,Apocynaceae
212350,Donnellyanthus deamii,Rubiaceae
212351,Mitracarpus froesii,Rubiaceae
212395,Nauclea vanderguchtii,Rubiaceae
212403,Wandersong exserta,Rubiaceae
212439,Palicourea turbinella,Rubiaceae
212440,Palicourea costularia,Rubiaceae
212443,Palicourea triadica,Rubiaceae
212452,Palicourea pakaraimensis,Rubiaceae
212453,Palicourea longiinvolucrata,Rubiaceae
212471,Vangueria fuscosetulosa,Rubiaceae
212481,Richardia pedicellata,Rubiaceae
212482,Palicourea dimorphandroides,Rubiaceae
212486,Coussarea longiflora,Rubiaceae
212507,Palicourea subtomentosa,Rubiaceae
212510,Palicourea araguana,Rubiaceae
212514,Palicourea tomentosa,Rubiaceae
212515,Palicourea apoda,Rubiaceae
212517,Ibatia boliviensis,Apocynaceae
212521,Ibatia sartago-diaboli,Apocynaceae
212534,Ibatia fontana,Apocynaceae
212536,Palicourea campylopoda,Rubiaceae
212537,Palicourea chiriquiensis,Rubiaceae
212538,Palicourea tamaensis,Rubiaceae
212543,Richardia ciliata,Rubiaceae
212545,Cuviera nigrescens,Rubiaceae
212556,Palicourea pervicax,Rubiaceae
212560,Neuburgia kochii,Loganiaceae
212563,Palicourea paulina,Rubiaceae
212604,Fagraea fagraeacea,Gentianaceae
212638,Simira rubescens,Rubiaceae
212642,Simira mexicana,Rubiaceae
212711,Pauridiantha letestuana,Rubiaceae
212749,Baissea myrtifolia,Apocynaceae
212750,Tripterospermum trinervium,Gentianaceae
212770,Matelea tamnifolia,Apocynaceae
212771,Matelea ekmanii,Apocynaceae
212772,Pauridiantha symplocoides,Rubiaceae
212780,Matelea suberifera,Apocynaceae
212798,Matelea cynanchoides,Apocynaceae
212861,Matelea chrysantha,Apocynaceae
212886,Spermacoce wurdackii,Rubiaceae
212910,Spermacoce pumila,Rubiaceae
212916,Jobinia tarmensis,Apocynaceae
212943,Sebaea spathulata,Gentianaceae
212945,Leichhardtia longiloba,Apocynaceae
212948,Leichhardtia gonoloboides,Apocynaceae
212952,Leichhardtia dognyensis,Apocynaceae
212954,Leichhardtia argillicola,Apocynaceae
212973,Spermacoce bambusicola,Rubiaceae
212988,Leichhardtia subglobosa,Apocynaceae
213064,Vangueriella zenkeri,Rubiaceae
213074,Aspidoglossum ovalifolium,Apocynaceae
213081,Macropharynx abnorma,Apocynaceae
213085,Gonolobus calcaratus,Apocynaceae
213098,Vangueriella rufa,Rubiaceae
213125,Psydrax bathieanus,Rubiaceae
213128,Sabatia difformis,Gentianaceae
213133,Gynochthodes citrina,Rubiaceae
213148,Gynochthodes gjellerupii,Rubiaceae
213150,Timonius samarensis,Rubiaceae
213155,Sabatia dodecandra,Gentianaceae
213169,Timonius anodon,Rubiaceae
213184,Sabatia grandiflora,Gentianaceae
213187,Psydrax gynochthodes,Rubiaceae
213195,Dischidia latifolia,Apocynaceae
213197,Gynochthodes cochinchinensis,Rubiaceae
213237,Lasianthus obliquus,Rubiaceae
213254,Scyphostelma ecuadorense,Apocynaceae
213302,Wrightia puberula,Apocynaceae
213309,Pavetta axillaris,Rubiaceae
213317,Centaurium bianoris,Gentianaceae
213323,Prestonia erecta,Apocynaceae
213331,Peplonia adnata,Apocynaceae
213332,Keetia acuminata,Rubiaceae
213433,Pentacyphus camargoi,Apocynaceae
213451,Philibertia tubata,Apocynaceae
213506,Philibertia coalita,Apocynaceae
213529,Isidorea acunae,Rubiaceae
213555,Philibertia parviflora,Apocynaceae
213600,Exallage pressa,Rubiaceae
213621,Rothmannia munsae,Rubiaceae
213642,Cristobalia hispida,Apocynaceae
213654,Rudgea nodosa,Rubiaceae
213659,Hyperacanthus madagascariensis,Rubiaceae
213662,Rudgea coriacea,Rubiaceae
213663,Carapichea affinis,Rubiaceae
213666,Mitreola sphaerocarpa,Loganiaceae
213675,Aganosma cymosa,Apocynaceae
213679,Tapanhuacanga scatignae,Rubiaceae
213735,Cordylostigma amboense,Rubiaceae
213764,Gentianella arenarioides,Gentianaceae
213768,Gentianella kuntzei,Gentianaceae
213775,Gentianella crossolaema,Gentianaceae
213780,Stenostomum urbanianum,Rubiaceae
213789,Stenostomum involucratum,Rubiaceae
213802,Pseudomussaenda stenocarpa,Rubiaceae
213803,Sarcolobus hullsii,Apocynaceae
213808,Oxyanthus subpunctatus,Rubiaceae
213810,Wendlandia proxima,Rubiaceae
213812,Oxyanthus pyriformis,Rubiaceae
213817,Thliphthisa gorganica,Rubiaceae
213822,Gentianella bellidifolia,Gentianaceae
213832,Gentianella spenceri,Gentianaceae
213869,Gentianella bockii,Gentianaceae
213870,Gentianella microcalyx,Gentianaceae
213895,Vincetoxicum gracillimum,Apocynaceae
213898,Macroscepis hirsuta,Apocynaceae
213913,Vincetoxicum atratum,Apocynaceae
213916,Tricalysia boiviniana,Rubiaceae
213923,Glossostelma spathulatum,Apocynaceae
213925,Diodia saponariifolia,Rubiaceae
213940,Orbea huillensis,Apocynaceae
213945,Orbea knobelii,Apocynaceae
213951,Vincetoxicum silvestrii,Apocynaceae
213953,Zeltnera quitensis,Gentianaceae
213970,Remijia macrocnemia,Rubiaceae
213977,Lemyrea krugii,Rubiaceae
213981,Glossostelma cabrae,Apocynaceae
213984,Vincetoxicum austrokiusianum,Apocynaceae
213986,Otiophora lebruniana,Rubiaceae
214013,Vincetoxicum thorelii,Apocynaceae
214035,Amsonia jonesii,Apocynaceae
214052,Cruciata laevipes,Rubiaceae
214053,Solenandra brachycarpa,Rubiaceae
214058,Sabicea sthenula,Rubiaceae
214068,Paracephaelis saxatilis,Rubiaceae
214071,Oldenlandia chiovendae,Rubiaceae
214075,Curtia conferta,Gentianaceae
214077,Oreosparte parviflora,Apocynaceae
214078,Ophiorrhiza shae,Rubiaceae
214145,Gentiana elmeriana,Gentianaceae
214166,Arachnothryx uxpanapensis,Rubiaceae
214176,Arachnothryx costaricensis,Rubiaceae
214205,Arachnothryx caucana,Rubiaceae
216348,Coffea commersoniana,Rubiaceae
216591,Eumachia forsteriana,Rubiaceae
216821,Rhabdadenia madida,Apocynaceae
220882,Anodendron affine,Apocynaceae
221331,Scleromitrion brachypodum,Rubiaceae
221419,Guettarda scabra,Rubiaceae
221439,Sacosperma paniculatum,Rubiaceae
221552,Ruehssia steyermarkii,Apocynaceae
221557,Ruehssia veronicae,Apocynaceae
221565,Rytigynia dewevrei,Rubiaceae
221567,Rytigynia subbiflora,Rubiaceae
221569,Ruehssia minutiflora,Apocynaceae
221573,Ruehssia zehntneri,Apocynaceae
221591,Ruehssia stephanotidifolia,Apocynaceae
221601,Forsteronia schomburgkii,Apocynaceae
221607,Xanthophytum calycinum,Rubiaceae
221608,Tocoyena sellowiana,Rubiaceae
221610,Pentanopsis gracilicaulis,Rubiaceae
221620,Malouetia sessilis,Apocynaceae
221637,Odontadenia anomala,Apocynaceae
221640,Ruehssia elliptica,Apocynaceae
221643,Strophanthus speciosus,Apocynaceae
221648,Ruehssia amylacea,Apocynaceae
221649,Ruehssia sprucei,Apocynaceae
221727,Mycetia javanica,Rubiaceae
221732,Mycetia fasciculata,Rubiaceae
221808,Coccochondra carrenoi,Rubiaceae
221812,Ditassa emmerichiae,Apocynaceae
221857,Tarenna multinervia,Rubiaceae
221872,Tarenna bakeri,Rubiaceae
221890,Schizocalyx multiflorus,Rubiaceae
221893,Tarenna adpressa,Rubiaceae
221918,Urceola xylinabariopsoides,Apocynaceae
221928,Asclepias eminens,Apocynaceae
221934,Asclepias longissima,Apocynaceae
221970,Veratrilla burkilliana,Gentianaceae
221977,Blepharodon manicatum,Apocynaceae
222007,Exaculum pusillum,Gentianaceae
222014,Schradera ramiflora,Rubiaceae
222019,Asclepias buchwaldii,Apocynaceae
222023,Perama holosericea,Rubiaceae
222028,Pseudolachnostoma cynanchiflorum,Apocynaceae
222063,Coccocypselum aureum,Rubiaceae
222091,Rauvolfia balansae,Apocynaceae
222092,Topea micrantha,Apocynaceae
222114,Orthosia cassythoides,Apocynaceae
222165,Notopleura wilburiana,Rubiaceae
222232,Notopleura parasitica,Rubiaceae
222268,Cyclophyllum costatum,Rubiaceae
222271,Mandevilla schlimii,Apocynaceae
222272,Mandevilla pycnantha,Apocynaceae
222280,Temnadenia odorifera,Apocynaceae
222307,Mandevilla benthamii,Apocynaceae
222354,Duroia aquatica,Rubiaceae
222449,Peponidium viguieri,Rubiaceae
222456,Gardenia esculenta,Rubiaceae
222459,Cynanchum fragrans,Apocynaceae
222462,Peponidium ovato-oblongum,Rubiaceae
222464,Catunaregam pentandra,Rubiaceae
222500,Peponidium venulosum,Rubiaceae
222513,Alleizettella leucocarpa,Rubiaceae
222523,Ceriscoides mamillata,Rubiaceae
222529,Ceropegia exigua,Apocynaceae
222541,Neanotis nummulariiformis,Rubiaceae
222542,Ceropegia matthewiana,Apocynaceae
222554,Coptophyllum vanleeuwenii,Rubiaceae
222560,Plocama brevifolia,Rubiaceae
222564,Swertia zeylanica,Gentianaceae
222573,Stigmatorhynchus umbellifer,Apocynaceae
222574,Ceropegia daverichardsii,Apocynaceae
222578,Ceropegia setosa,Apocynaceae
222582,Ceropegia minor,Apocynaceae
222604,Ceropegia schizoglossoides,Apocynaceae
222612,Ceropegia meyeri,Apocynaceae
222643,Ceropegia rapinatiana,Apocynaceae
222645,Spigelia alabamensis,Loganiaceae
222647,Ceropegia gracilior,Apocynaceae
222672,Rhytidostemma laurae,Apocynaceae
222673,Psychotria saccata,Rubiaceae
222674,Psychotria distichodoma,Rubiaceae
222694,Psychotria venosa,Rubiaceae
222709,Psychotria barkleyi,Rubiaceae
222713,Psychotria lehmbachii,Rubiaceae
222716,Galium parishii,Rubiaceae
222744,Psychotria fractinervata,Rubiaceae
222746,Psychotria catetensis,Rubiaceae
222749,Psychotria micromyrtus,Rubiaceae
222752,Psychotria betamponensis,Rubiaceae
222753,Psychotria humblotii,Rubiaceae
222809,Kohautia attenuata,Rubiaceae
222815,Empogona gossweileri,Rubiaceae
222820,Quaqua incarnata,Apocynaceae
222824,Neonauclea gageana,Rubiaceae
222829,Neonauclea purpurea,Rubiaceae
222884,Empogona filiformistipulata,Rubiaceae
222920,Quaqua acutiloba,Apocynaceae
222935,Porterandia subsessilis,Rubiaceae
222948,Bremeria monantha,Rubiaceae
222957,Ixora glaucina,Rubiaceae
222959,Ixora valetoniana,Rubiaceae
223010,Nertera dichondrifolia,Rubiaceae
223043,Cynanchica tenella,Rubiaceae
223046,Holarrhena mitis,Apocynaceae
223059,Hedyotis fruticulosa,Rubiaceae
223071,Cynanchica graveolens,Rubiaceae
223128,Hoya meliflua,Apocynaceae
223149,Cynanchica paui,Rubiaceae
223188,Lacmellea densifoliata,Apocynaceae
223216,Aulacocalyx subulata,Rubiaceae
223253,Tabernaemontana cerea,Apocynaceae
223264,Mussaenda glabrata,Rubiaceae
223453,Scleromitrion scleranthoides,Rubiaceae
226592,Coffea mabesae,Rubiaceae
227192,Guettardella benguetensis,Rubiaceae
227202,Nauclea parva,Rubiaceae
227234,Palicourea subaeneofusca,Rubiaceae
227238,Palicourea pedunculata,Rubiaceae
227241,Macrocarpaea viscosa,Gentianaceae
227242,Aoranthe annulata,Rubiaceae
227259,Palicourea vesciculifera,Rubiaceae
227267,Palicourea ruelliifolia,Rubiaceae
227275,Richardia muricata,Rubiaceae
227281,Palicourea brachyloba,Rubiaceae
227285,Palicourea grandifructa,Rubiaceae
227290,Gentianopsis macrantha,Gentianaceae
227292,Palicourea callithrix,Rubiaceae
227306,Cosmibuena grandiflora,Rubiaceae
227317,Palicourea hebeclada,Rubiaceae
227327,Palicourea deflexa,Rubiaceae
227328,Joosia sericea,Rubiaceae
227331,Palicourea campyloneura,Rubiaceae
227334,Ibatia dugandii,Apocynaceae
227346,Petchia erythrocarpa,Apocynaceae
227361,Fadogia erythrophloea,Rubiaceae
227367,Diplolepis bulligera,Apocynaceae
227395,Utania racemosa,Gentianaceae
227412,Utania teysmannii,Gentianaceae
227500,Matelea guatemalensis,Apocynaceae
227527,Baissea gracillima,Apocynaceae
227531,Matelea orthosioides,Apocynaceae
227563,Matelea adenocardia,Apocynaceae
227600,Matelea crassifolia,Apocynaceae
227630,Spermacoce bradei,Rubiaceae
227632,Spermacoce chartensis,Rubiaceae
227635,Sebaea microphylla,Gentianaceae
227638,Spermacoce guimaraesensis,Rubiaceae
227641,Jobinia latipes,Apocynaceae
227662,Spermacoce spruceana,Rubiaceae
227665,Argocoffeopsis scandens,Rubiaceae
227700,Aidia acuminata,Rubiaceae
227707,Spermacoce exilis,Rubiaceae
227709,Hoffmannia ghiesbreghtii,Rubiaceae
227710,Spermacoce setidens,Rubiaceae
227722,Spermacoce paulista,Rubiaceae
227724,Leichhardtia bliriensis,Apocynaceae
227726,Aidia beccariana,Rubiaceae
227759,Gonolobus chiriquensis,Apocynaceae
227768,Schmidtottia shaferi,Rubiaceae
227769,Macropharynx peruviana,Apocynaceae
227825,Nostolachma densiflora,Rubiaceae
227868,Exostema spinosum,Rubiaceae
227871,Cryptolepis nigrescens,Apocynaceae
227889,Galianthe palustris,Rubiaceae
227899,Morilloa piranii,Apocynaceae
227905,Cryptolepis calophylla,Apocynaceae
227916,Timonius balansanus,Rubiaceae
227928,Timonius trichocaulon,Rubiaceae
227930,Morilloa furlanii,Apocynaceae
227957,Pavetta klotzschiana,Rubiaceae
228022,Scyphostelma rugosum,Apocynaceae
228061,Scyphostelma intricatum,Apocynaceae
228089,Damnacanthus giganteus,Rubiaceae
228107,Keetia molundensis,Rubiaceae
228108,Sisyranthus trichostomus,Apocynaceae
228109,Keetia tenuiflora,Rubiaceae
228127,Tromotriche choanantha,Apocynaceae
228135,Geniostoma triflorum,Loganiaceae
228176,Randia cinerea,Rubiaceae
228221,Araujia scalae,Apocynaceae
228222,Phyllopentas elata,Rubiaceae
228254,Araujia stuckertiana,Apocynaceae
228265,Isidorea polyneura,Rubiaceae
228328,Exallage macrophylla,Rubiaceae
228335,Tapanhuacanga bahiensis,Rubiaceae
228339,Exallage parietarioides,Rubiaceae
228349,Hyperacanthus poivrei,Rubiaceae
228350,Rudgea parquioides,Rubiaceae
228372,Appunia longipedunculata,Rubiaceae
228464,Mitragyna tubulosa,Rubiaceae
228512,Gentianella longibarbata,Gentianaceae
228519,Fosbergia shweliensis,Rubiaceae
228549,Gentianella formosissima,Gentianaceae
228551,Stenostomum occidentale,Rubiaceae
228580,Sarcolobus secamonoides,Apocynaceae
228599,Gentianella pleurogynoides,Gentianaceae
228614,Vincetoxicum gilletii,Apocynaceae
228615,Vincetoxicum arachnoideum,Apocynaceae
228617,Orbea namaquensis,Apocynaceae
228621,Dolianthus buxifolius,Rubiaceae
228626,Vincetoxicum hellwigii,Apocynaceae
228628,Zeltnera abramsii,Gentianaceae
228640,Vincetoxicum sui,Apocynaceae
228658,Vincetoxicum rupestre,Apocynaceae
228665,Kibatalia borneensis,Apocynaceae
228667,Orbea tubiformis,Apocynaceae
228668,Triflorensia australis,Rubiaceae
228673,Vincetoxicum microcentrum,Apocynaceae
228693,Vincetoxicum deltoideum,Apocynaceae
228698,Vincetoxicum rockii,Apocynaceae
228744,Lemyrea ciliolata,Rubiaceae
228750,Pyrostria elmeri,Rubiaceae
228765,Ophiorrhiza qinii,Rubiaceae
228790,Paracephaelis trichantha,Rubiaceae
228804,Sabicea aurifodinae,Rubiaceae
228818,Ophiorrhiza pedunculata,Rubiaceae
228822,Ophiorrhiza sarawakensis,Rubiaceae
228843,Chassalia corallifera,Rubiaceae
228846,Arachnothryx tenorioi,Rubiaceae
228887,White-sloanea crassa,Apocynaceae
228900,Arachnothryx gracilis,Rubiaceae
228907,Gentiana bicuspidata,Gentianaceae
230432,Lisianthius seemannii,Gentianaceae
230504,Oxyceros drupaceus,Rubiaceae
230561,Rytigynia dubiosa,Rubiaceae
230562,Ruehssia stevensiana,Apocynaceae
230573,Multidentia crassa,Rubiaceae
230577,Rytigynia decussata,Rubiaceae
230579,Ruehssia naiguatensis,Apocynaceae
230582,Ruehssia dorothyae,Apocynaceae
230589,Ruehssia megalantha,Apocynaceae
230593,Ruehssia spiralis,Apocynaceae
230608,Ruehssia carterae,Apocynaceae
230618,Forsteronia cordata,Apocynaceae
230619,Ruehssia cuixmalensis,Apocynaceae
230620,Ruehssia oaxacana,Apocynaceae
230632,Chomelia apodantha,Rubiaceae
230646,Ruehssia otoniensis,Apocynaceae
230684,Hexasepalum sarmentosum,Rubiaceae
230687,Schenkia japonica,Gentianaceae
230699,Voyria truncata,Gentianaceae
230711,Apteranthes munbyana,Apocynaceae
230726,Macrocnemum grandiflorum,Rubiaceae
230737,Voyria kupperi,Gentianaceae
230762,Hexasepalum rosmarinifolium,Rubiaceae
230772,Mycetia nutans,Rubiaceae
230774,× Hoodiorbea triebneri,Apocynaceae
230783,Tarenna nitidula,Rubiaceae
230810,Tarenna oblonga,Rubiaceae
230812,Chilocarpus conspicuus,Apocynaceae
230851,Marsdenia crocea,Apocynaceae
230885,Tarenna polycarpa,Rubiaceae
230894,Tarenna scaberula,Rubiaceae
230913,Asclepias subverticillata,Apocynaceae
230919,Schradera novoguineensis,Rubiaceae
230925,Schradera ledermannii,Rubiaceae
230955,Dischidanthus thyrsiflorus,Apocynaceae
230956,Strychnos decussata,Loganiaceae
230959,Uncaria longiflora,Rubiaceae
230986,Asclepias lynchiana,Apocynaceae
231128,Orthosia florida,Apocynaceae
231187,Lygisma flavum,Apocynaceae
231195,Notopleura crassa,Rubiaceae
231200,Geophila macropoda,Rubiaceae
231284,Temnadenia violacea,Apocynaceae
231326,Caudanthera baradii,Apocynaceae
231328,Mandevilla pendula,Apocynaceae
231350,Atractocarpus chartaceus,Rubiaceae
231374,Cyclophyllum barbatum,Rubiaceae
231387,Cynanchum arabicum,Apocynaceae
231414,Cerbera inflata,Apocynaceae
231423,Cynanchum laeve,Apocynaceae
231440,Lomatogonium sikkimense,Gentianaceae
231477,Peponidium bosseri,Rubiaceae
231513,Neanotis ingrata,Rubiaceae
231528,Kadua flynnii,Rubiaceae
231546,Ceropegia vahrmeijeri,Apocynaceae
231580,Ceropegia lankana,Apocynaceae
231585,Ceropegia chlorozona,Apocynaceae
231590,Retiniphyllum pilosum,Rubiaceae
231609,Ceropegia pullaiahiana,Apocynaceae
231620,Ceropegia sabuliphila,Apocynaceae
231633,Psychotria sauvallei,Rubiaceae
231635,Galium paniculatum,Rubiaceae
231649,Psychotria alaotra,Rubiaceae
231654,Danais fragrans,Rubiaceae
231657,Psychotria subspathulata,Rubiaceae
231675,Psychotria rufovillosa,Rubiaceae
231677,Psychotria diploneura,Rubiaceae
231691,Galium pilosissimum,Rubiaceae
231708,Psychotria tsiandroi,Rubiaceae
231715,Psychotria dubia,Rubiaceae
231739,Fockea sinuata,Apocynaceae
231743,Psychotria sycophylla,Rubiaceae
231765,Bullockia mombazensis,Rubiaceae
231814,Asperula insignis,Rubiaceae
231818,Neonauclea celebica,Rubiaceae
231826,Empogona buxifolia,Rubiaceae
231840,Crawfurdia semialata,Gentianaceae
231897,Limnosipanea palustris,Rubiaceae
231902,Ixora schlechteri,Rubiaceae
231907,Ixora borneensis,Rubiaceae
231921,Alyxia linearis,Apocynaceae
231928,Ixora malabarica,Rubiaceae
231935,Alyxia rostrata,Apocynaceae
231942,Huernia humilis,Apocynaceae
231944,Bartonia virginica,Gentianaceae
232004,Landolphia lanceolata,Apocynaceae
232044,Cynanchica idaea,Rubiaceae
232054,Strempeliopsis strempelioides,Apocynaceae
232090,Hedyotis rosmarinifolia,Rubiaceae
232094,Badusa corymbifera,Rubiaceae
232101,Cynanchica tephrocarpa,Rubiaceae
232129,Cynanchica lilaciflora,Rubiaceae
232154,Tabernaemontana linkii,Apocynaceae
232172,Edrastima cephalotes,Rubiaceae
232211,Lacmellea standleyi,Apocynaceae
234490,Eumachia montana,Rubiaceae
234733,Ochrosia coccinea,Apocynaceae
234746,Sericanthe testui,Rubiaceae
234759,Guettardella rhamnoides,Rubiaceae
234781,Nauclea subdita,Rubiaceae
234792,Guettardella bombysia,Rubiaceae
234813,Mazaea shaferi,Rubiaceae
234816,Palicourea vallis,Rubiaceae
234817,Palicourea domingensis,Rubiaceae
234828,Palicourea schunkeana,Rubiaceae
234851,Palicourea dichotoma,Rubiaceae
234864,Vangueria schliebenii,Rubiaceae
234865,Palicourea debilis,Rubiaceae
234866,Palicourea patens,Rubiaceae
234876,Coussarea leptoloba,Rubiaceae
234886,Palicourea obconica,Rubiaceae
234895,Vangueria bowkeri,Rubiaceae
234900,Ibatia hirta,Apocynaceae
234907,Palicourea alloantha,Rubiaceae
234908,Coussarea petiolaris,Rubiaceae
234916,Palicourea acuminata,Rubiaceae
234921,Palicourea calidicola,Rubiaceae
234924,Gentianopsis barbellata,Gentianaceae
234971,Pectinaria longipes,Apocynaceae
234988,Cordiera killipii,Rubiaceae
234989,Simira paraensis,Rubiaceae
234998,Simira pikia,Rubiaceae
235015,Kupeantha spathulata,Rubiaceae
235019,Cordiera concolor,Rubiaceae
235041,Phyllocyclus parishii,Gentianaceae
235044,Simira hadrantha,Rubiaceae
235071,Matelea pueblensis,Apocynaceae
235106,Stephanotis brevisquama,Apocynaceae
235183,Matelea nigrescens,Apocynaceae
235189,Pauridiantha arcuata,Rubiaceae
235200,Matelea jenmanii,Apocynaceae
235228,Spermacoce quadrifaria,Rubiaceae
235235,Spermacoce decipiens,Rubiaceae
235242,Argocoffeopsis lemblinii,Rubiaceae
235253,Aidia zippeliana,Rubiaceae
235278,Argocoffeopsis eketensis,Rubiaceae
235283,Spermacoce simplicicaulis,Rubiaceae
235296,Jobinia formosa,Apocynaceae
235340,Spermacoce pumilio,Rubiaceae
235341,Spermacoce paranaensis,Rubiaceae
235367,Vangueriella vanguerioides,Rubiaceae
235440,Galianthe cymosa,Rubiaceae
235456,Gynochthodes rugulosa,Rubiaceae
235482,Exostema coriaceum,Rubiaceae
235495,Timonius singularis,Rubiaceae
235500,Gynochthodes scabrifolia,Rubiaceae
235502,Gynochthodes bucidifolia,Rubiaceae
235506,Timonius rufescens,Rubiaceae
235507,Schumanniophyton magnificum,Rubiaceae
235509,Gynochthodes callicarpifolia,Rubiaceae
235511,Dischidia rostrata,Apocynaceae
235535,Galianthe peruviana,Rubiaceae
235554,Dimetia scandens,Rubiaceae
235582,Tassadia stricta,Apocynaceae
235586,Echidnopsis squamulata,Apocynaceae
235640,Cinchona pitayensis,Rubiaceae
235641,Dimetia dianxiensis,Rubiaceae
235642,Prestonia trifida,Apocynaceae
235647,Tassadia aristata,Apocynaceae
235659,Prestonia papillosa,Apocynaceae
